t_rel_s,raw_x,raw_y,raw_z,dx,dy,dz,stick_mag,target_x,target_y,target_z,tcp_x,tcp_y,tcp_z,tcp_vx,tcp_vy,tcp_vz,tcp_speed,q0,q1,q2,q3,q4,q5,qd0,qd1,qd2,qd3,qd4,qd5
0.000010,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192022,-0.480787,0.162656,0.000000,0.000000,0.000000,0.000000,0.847740,-1.404487,2.490663,3.626239,4.712395,2.418522,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.020069,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192040,-0.480801,0.162655,0.000000,0.000000,0.000000,0.000000,0.847724,-1.404459,2.490630,3.626242,4.712428,2.418518,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.040122,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192037,-0.480797,0.162664,0.000000,0.000000,0.000000,0.000000,0.847736,-1.404483,2.490634,3.626251,4.712371,2.418486,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.060176,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192000,-0.480778,0.162649,0.000000,0.000000,0.000000,0.000000,0.847756,-1.404495,2.490695,3.626226,4.712420,2.418542,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.080231,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192034,-0.480781,0.162657,0.000000,0.000000,0.000000,0.000000,0.847720,-1.404487,2.490666,3.626226,4.712367,2.418570,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.100285,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192004,-0.480765,0.162653,0.000000,0.000000,0.000000,0.000000,0.847736,-1.404520,2.490711,3.626239,4.712403,2.418506,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.120342,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192055,-0.480796,0.162651,0.000000,0.000000,0.000000,0.000000,0.847708,-1.404447,2.490625,3.626239,4.712367,2.418583,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.140396,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192036,-0.480773,0.162657,0.000000,0.000000,0.000000,0.000000,0.847708,-1.404499,2.490674,3.626247,4.712363,2.418550,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.160451,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192018,-0.480791,0.162651,0.000000,0.000000,0.000000,0.000000,0.847745,-1.404479,2.490655,3.626275,4.712428,2.418558,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.180505,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192052,-0.480788,0.162661,0.000000,0.000000,0.000000,0.000000,0.847704,-1.404479,2.490638,3.626251,4.712358,2.418534,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.200560,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192027,-0.480764,0.162643,0.000000,0.000000,0.000000,0.000000,0.847700,-1.404487,2.490699,3.626230,4.712400,2.418514,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.220614,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192031,-0.480776,0.162638,0.000000,0.000000,0.000000,0.000000,0.847724,-1.404455,2.490670,3.626239,4.712343,2.418530,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.240669,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192040,-0.480794,0.162661,0.000000,0.000000,0.000000,0.000000,0.847724,-1.404479,2.490638,3.626246,4.712388,2.418566,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.260723,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192025,-0.480791,0.162669,0.000000,0.000000,0.000000,0.000000,0.847745,-1.404503,2.490659,3.626214,4.712383,2.418502,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.280776,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192049,-0.480800,0.162674,0.000000,0.000000,0.000000,0.000000,0.847728,-1.404487,2.490634,3.626182,4.712347,2.418534,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.300831,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192004,-0.480800,0.162669,0.000000,0.000000,0.000000,0.000000,0.847788,-1.404503,2.490659,3.626214,4.712391,2.418498,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.320885,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192032,-0.480790,0.162662,0.000000,0.000000,0.000000,0.000000,0.847728,-1.404491,2.490655,3.626230,4.712403,2.418510,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.340939,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192034,-0.480802,0.162647,0.000000,0.000000,0.000000,0.000000,0.847752,-1.404439,2.490630,3.626226,4.712358,2.418499,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.360993,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192055,-0.480799,0.162660,0.000000,0.000000,0.000000,0.000000,0.847704,-1.404463,2.490625,3.626230,4.712403,2.418534,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.381048,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192041,-0.480781,0.162649,0.000000,0.000000,0.000000,0.000000,0.847700,-1.404467,2.490670,3.626193,4.712412,2.418566,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.401102,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192073,-0.480777,0.162688,0.000000,0.000000,0.000000,0.000000,0.847660,-1.404532,2.490655,3.626186,4.712351,2.418510,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.421144,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192034,-0.480770,0.162662,0.000000,0.000000,0.000000,0.000000,0.847712,-1.404516,2.490670,3.626286,4.712343,2.418591,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.441198,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192028,-0.480785,0.162644,0.000000,0.000000,0.000000,0.000000,0.847720,-1.404459,2.490674,3.626190,4.712432,2.418522,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.461253,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192026,-0.480795,0.162661,0.000000,0.000000,0.000000,0.000000,0.847745,-1.404483,2.490650,3.626222,4.712399,2.418514,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.481306,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192012,-0.480768,0.162646,0.000000,0.000000,0.000000,0.000000,0.847736,-1.404495,2.490699,3.626239,4.712371,2.418538,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.501359,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192034,-0.480779,0.162655,0.000000,0.000000,0.000000,0.000000,0.847716,-1.404487,2.490670,3.626222,4.712371,2.418542,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.521375,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192041,-0.480775,0.162656,0.000000,0.000000,0.000000,0.000000,0.847700,-1.404491,2.490667,3.626247,4.712379,2.418583,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.541383,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192036,-0.480782,0.162674,0.000000,0.000000,0.000000,0.000000,0.847716,-1.404520,2.490670,3.626198,4.712383,2.418570,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.561440,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192031,-0.480772,0.162678,-0.000010,-0.000011,0.000016,0.000022,0.847713,-1.404552,2.490674,3.626279,4.712371,2.418506,0.000000,-0.000000,-0.000000,-0.000131,0.000000,0.000000
0.581495,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192042,-0.480786,0.162687,-0.000009,-0.000011,0.000015,0.000020,0.847713,-1.404540,2.490658,3.626214,4.712379,2.418522,0.000000,-0.000000,-0.000000,-0.000122,0.000000,0.000000
0.601552,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192028,-0.480768,0.162651,-0.000009,-0.000010,0.000013,0.000019,0.847700,-1.404495,2.490699,3.626198,4.712420,2.418502,0.000000,-0.000000,0.000001,-0.000113,0.000000,0.000000
0.621607,0.003906,0.003906,0.003906,-0.000000,0.000000,-0.000000,0.000000,-0.192022,-0.480787,0.162656,-0.192026,-0.480796,0.162682,-0.000007,-0.000008,0.000012,0.000016,0.847736,-1.404528,2.490658,3.626202,4.712444,2.418534,0.000000,-0.000000,0.000000,-0.000096,0.000000,0.000000
0.641661,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.480987,0.162656,-0.192003,-0.480773,0.162650,-0.000007,-0.000008,0.000011,0.000016,0.847752,-1.404499,2.490703,3.626209,4.712391,2.418522,0.000000,-0.000000,0.000000,-0.000095,0.000000,0.000000
0.661715,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.481187,0.162656,-0.192005,-0.480763,0.162646,-0.000007,-0.000007,0.000010,0.000014,0.847736,-1.404503,2.490715,3.626218,4.712387,2.418534,0.000000,-0.000000,-0.000000,-0.000084,0.000000,0.000000
0.681770,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.481387,0.162656,-0.192020,-0.480781,0.162682,-0.000005,-0.000006,0.000008,0.000011,0.847736,-1.404548,2.490682,3.626206,4.712395,2.418502,0.000000,-0.000000,-0.000000,-0.000066,0.000000,0.000000
0.701825,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.481587,0.162656,-0.192056,-0.480795,0.162674,-0.000004,-0.000005,0.000007,0.000010,0.847700,-1.404491,2.490638,3.626190,4.712391,2.418522,0.000000,-0.000000,-0.000000,-0.000057,0.000000,0.000000
0.721883,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.481787,0.162656,-0.192008,-0.480800,0.162651,-0.000004,-0.000004,0.000006,0.000009,0.847781,-1.404463,2.490655,3.626214,4.712395,2.418534,0.000000,-0.000000,-0.000000,-0.000051,0.000000,0.000000
0.741940,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.481987,0.162656,-0.192004,-0.480767,0.162644,-0.000000,-0.000000,0.000000,0.000000,0.847732,-1.404499,2.490707,3.626247,4.712436,2.418526,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
0.761996,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.482187,0.162656,-0.192048,-0.480810,0.162697,-0.000000,-0.000000,0.000000,0.000000,0.847728,-1.404524,2.490625,3.626166,4.712412,2.418534,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
0.782053,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.482387,0.162656,-0.192014,-0.480804,0.162661,0.000000,0.000000,0.000000,0.000000,0.847772,-1.404475,2.490650,3.626190,4.712411,2.418538,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.802110,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.482587,0.162656,-0.192010,-0.480795,0.162648,0.000000,0.000000,0.000000,0.000000,0.847764,-1.404463,2.490666,3.626201,4.712420,2.418530,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.822164,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.482787,0.162656,-0.192055,-0.480796,0.162664,0.000000,0.000000,0.000000,0.000000,0.847708,-1.404471,2.490634,3.626198,4.712371,2.418591,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.842221,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.482987,0.162656,-0.192031,-0.480787,0.162679,-0.000004,-0.000005,0.000006,0.000009,0.847732,-1.404528,2.490662,3.626218,4.712375,2.418550,0.000000,-0.000000,-0.000000,-0.000052,0.000000,0.000000
0.862275,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.483187,0.162656,-0.191999,-0.480764,0.162638,-0.000000,-0.000000,0.000000,0.000000,0.847744,-1.404487,2.490718,3.626214,4.712399,2.418526,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
0.882329,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.483387,0.162656,-0.192007,-0.480769,0.162634,-0.000000,-0.000000,0.000000,0.000000,0.847736,-1.404471,2.490703,3.626234,4.712408,2.418566,0.000000,-0.000000,-0.000000,-0.000000,0.000000,0.000000
0.902392,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.483587,0.162656,-0.191996,-0.480782,0.162667,0.000000,0.000000,0.000000,0.000000,0.847784,-1.404528,2.490686,3.626234,4.712354,2.418514,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.922458,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.483787,0.162656,-0.192035,-0.480781,0.162657,0.000000,0.000000,0.000000,0.000000,0.847708,-1.404487,2.490674,3.626198,4.712415,2.418542,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.942515,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.483987,0.162656,-0.192027,-0.480777,0.162664,0.000000,0.000000,0.000000,0.000000,0.847728,-1.404511,2.490674,3.626239,4.712355,2.418518,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000
0.962569,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.484187,0.162656,-0.192010,-0.480778,0.162636,0.000012,0.000012,-0.000454,0.000454,0.847756,-1.404459,2.490686,3.626214,4.712358,2.418607,0.000001,0.000931,0.000000,0.000000,0.000000,0.001171
0.982626,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.484387,0.162656,-0.192003,-0.480781,0.162632,0.000289,-0.000982,-0.000854,0.001333,0.847768,-1.404456,2.490678,3.626259,4.712367,2.418579,0.001777,0.002906,-0.001458,0.000000,0.000000,0.002768
1.002680,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.484587,0.162656,-0.191999,-0.480833,0.162621,0.001879,-0.002796,-0.001229,0.003586,0.847836,-1.404367,2.490603,3.626239,4.712408,2.418614,0.006683,0.005209,-0.003388,-0.000023,0.000000,0.005362
1.022737,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.484787,0.162656,-0.191958,-0.480908,0.162648,0.000980,-0.004003,-0.000951,0.004230,0.848001,-1.404349,2.490506,3.626250,4.712403,2.418782,0.006937,0.006636,-0.005916,-0.000000,0.000000,0.007411
1.042795,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.484987,0.162656,-0.191972,-0.480991,0.162595,-0.000311,-0.005141,0.000023,0.005150,0.848092,-1.404127,2.490358,3.626262,4.712407,2.418862,0.006492,0.006644,-0.008665,0.000683,0.000000,0.006881
1.062849,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.485187,0.162656,-0.191967,-0.481099,0.162599,-0.000915,-0.007558,0.000520,0.007631,0.848252,-1.403999,2.490182,3.626275,4.712383,2.418989,0.008839,0.008921,-0.013118,0.001611,0.000000,0.009561
1.082904,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.485387,0.162656,-0.191987,-0.481263,0.162617,-0.001472,-0.009272,0.000805,0.009423,0.848436,-1.403820,2.489899,3.626311,4.712411,2.419229,0.010299,0.010655,-0.016521,0.003127,0.000000,0.011249
1.102958,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.485587,0.162656,-0.192039,-0.481452,0.162630,-0.000718,-0.008784,0.000297,0.008819,0.848627,-1.403580,2.489547,3.626358,4.712355,2.419428,0.010790,0.010482,-0.015689,0.005384,0.000000,0.010614
1.123013,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.485787,0.162656,-0.192057,-0.481653,0.162676,-0.000138,-0.007971,0.000278,0.007977,0.848871,-1.403416,2.489199,3.626426,4.712355,2.419651,0.010574,0.009128,-0.014095,0.005917,0.000000,0.010576
1.143073,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.485987,0.162656,-0.192029,-0.481784,0.162652,0.000057,-0.007119,0.000042,0.007119,0.849091,-1.403223,2.488979,3.626555,4.712351,2.419839,0.009715,0.008467,-0.012528,0.005522,0.000000,0.011461
1.163131,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.486187,0.162656,-0.192039,-0.481926,0.162642,0.000787,-0.007310,-0.000468,0.007367,0.849251,-1.403028,2.488731,3.626638,4.712420,2.420058,0.011091,0.009299,-0.012594,0.006583,0.000000,0.012264
1.183186,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.486387,0.162656,-0.192028,-0.482083,0.162654,0.001019,-0.008115,-0.000453,0.008191,0.849490,-1.402864,2.488463,3.626738,4.712379,2.420310,0.012527,0.010187,-0.013736,0.006515,0.000000,0.012285
1.203240,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.486587,0.162656,-0.192035,-0.482250,0.162634,0.000798,-0.008809,0.000007,0.008845,0.849702,-1.402612,2.488175,3.626805,4.712391,2.420585,0.013120,0.010393,-0.014668,0.004836,0.000000,0.013124
1.223297,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.486787,0.162656,-0.192021,-0.482432,0.162637,0.000406,-0.008878,-0.000183,0.008889,0.849966,-1.402412,2.487856,3.626990,4.712403,2.420773,0.012601,0.011034,-0.015123,0.005258,0.000000,0.012903
1.243353,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.486987,0.162656,-0.192036,-0.482608,0.162640,-0.000186,-0.009131,0.000209,0.009136,0.850185,-1.402189,2.487552,3.627038,4.712383,2.421044,0.012027,0.010882,-0.015814,0.004826,0.000000,0.011658
1.263410,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.487187,0.162656,-0.192040,-0.482799,0.162667,0.000416,-0.009640,-0.000185,0.009650,0.850441,-1.402010,2.487212,3.627178,4.712367,2.421299,0.013627,0.011940,-0.016480,0.005934,0.000000,0.013492
1.283466,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.487387,0.162656,-0.192008,-0.483012,0.162655,0.000442,-0.010693,0.000026,0.010702,0.850769,-1.401741,2.486872,3.627275,4.712403,2.421591,0.015077,0.012927,-0.017982,0.004965,0.000000,0.013558
1.303521,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.487587,0.162656,-0.192012,-0.483259,0.162655,-0.000034,-0.010603,0.000026,0.010603,0.851105,-1.401429,2.486451,3.627350,4.712358,2.421862,0.014212,0.012969,-0.018299,0.005804,0.000000,0.013796
1.323578,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.487787,0.162656,-0.192004,-0.483471,0.162636,-0.000510,-0.010047,-0.000110,0.010060,0.851400,-1.401133,2.486092,3.627462,4.712371,2.422189,0.012723,0.012925,-0.017442,0.004339,0.000000,0.012776
1.343633,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.487987,0.162656,-0.192044,-0.483677,0.162651,0.000357,-0.009790,-0.000372,0.009804,0.851612,-1.400890,2.485717,3.627550,4.712387,2.422416,0.013699,0.012647,-0.016580,0.004867,0.000000,0.013293
1.363691,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.488187,0.162656,-0.192008,-0.483846,0.162609,0.000218,-0.010401,0.000139,0.010404,0.851904,-1.400609,2.485445,3.627634,4.712343,2.422708,0.014297,0.012411,-0.017664,0.005044,0.000000,0.013975
1.383747,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.488387,0.162656,-0.192033,-0.484102,0.162688,-0.000939,-0.011017,0.000911,0.011095,0.852199,-1.400442,2.485008,3.627701,4.712388,2.423003,0.013337,0.012188,-0.019344,0.004939,0.000000,0.014658
1.403801,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.488587,0.162656,-0.192066,-0.484302,0.162649,-0.001194,-0.011387,0.001309,0.011524,0.852407,-1.400105,2.484637,3.627842,4.712428,2.423275,0.013433,0.011898,-0.020197,0.005544,0.000000,0.013797
1.423858,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.488787,0.162656,-0.192092,-0.484545,0.162715,-0.000985,-0.010972,0.001268,0.011089,0.852707,-1.399922,2.484212,3.627914,4.712367,2.423558,0.013185,0.011373,-0.019339,0.005261,0.000000,0.012899
1.443914,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.488987,0.162656,-0.192078,-0.484756,0.162721,0.000080,-0.009919,0.000413,0.009928,0.853003,-1.399682,2.483865,3.628002,4.712399,2.423769,0.013397,0.011369,-0.016805,0.004217,0.000000,0.012433
1.463973,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.489187,0.162656,-0.192106,-0.484957,0.162749,0.000484,-0.009615,-0.000057,0.009627,0.853234,-1.399483,2.483493,3.628150,4.712375,2.424028,0.013600,0.011559,-0.016443,0.006184,0.000000,0.013257
1.484004,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.489387,0.162656,-0.192052,-0.485126,0.162701,0.001126,-0.009373,-0.000723,0.009468,0.853534,-1.399207,2.483233,3.628258,4.712415,2.424351,0.014252,0.012322,-0.015647,0.006014,0.000000,0.013514
1.504059,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.489587,0.162656,-0.192025,-0.485329,0.162685,0.001109,-0.009256,-0.000885,0.009364,0.853858,-1.398935,2.482899,3.628358,4.712367,2.424575,0.014061,0.012482,-0.015547,0.006374,0.000000,0.013428
1.524113,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.489787,0.162656,-0.192052,-0.485542,0.162694,0.000749,-0.009068,-0.000856,0.009139,0.854093,-1.398678,2.482525,3.628438,4.712399,2.424858,0.013248,0.012486,-0.015234,0.005095,0.000000,0.013527
1.544157,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.489987,0.162656,-0.192002,-0.485670,0.162645,0.000513,-0.008803,-0.000608,0.008839,0.854337,-1.398447,2.482330,3.628526,4.712411,2.425122,0.012527,0.011815,-0.014821,0.004433,0.000000,0.013857
1.564212,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.490187,0.162656,-0.191981,-0.485877,0.162659,0.000213,-0.009578,-0.000575,0.009598,0.854649,-1.398228,2.481995,3.628594,4.712399,2.425381,0.013093,0.012867,-0.016302,0.004600,0.000000,0.013967
1.584267,0.003906,-1.000000,0.003906,-0.000000,-1.000000,-0.000000,1.000000,-0.192022,-0.490387,0.162656,-0.192020,-0.486083,0.162652,0.000287,-0.010065,-0.000295,0.010074,0.854872,-1.397943,2.481606,3.628734,4.712363,2.425688,0.013845,0.012802,-0.017153,0.005272,0.000000,0.014098
